CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,Segment
15547.0,6,3,702,1,4954.84,0,4,Mid-Value
15998.0,36,3,509,1,3084.17,0,4,Mid-Value
15044.0,18,3,461,1,7629.38,0,4,Mid-Value
14505.0,16,3,803,1,5818.7,0,4,Mid-Value
13198.0,9,3,229,1,3384.09,0,4,Mid-Value
13209.0,29,3,329,1,5820.16,0,4,Mid-Value
13999.0,9,3,212,1,3865.26,0,4,Mid-Value
14498.0,42,3,193,1,1957.32,0,4,Mid-Value
17338.0,16,3,757,1,6612.18,0,4,Mid-Value
17231.0,11,3,546,1,3127.82,0,4,Mid-Value
17799.0,21,3,410,1,3026.08,0,4,Mid-Value
17611.0,3,3,582,1,3947.87,0,4,Mid-Value
12476.0,0,3,264,1,6546.58,0,4,Mid-Value
14525.0,8,3,298,1,4221.37,0,4,Mid-Value
14524.0,31,3,203,1,1867.68,0,4,Mid-Value
14961.0,10,3,317,1,7006.58,0,4,Mid-Value
16458.0,2,3,202,1,3482.7400000000002,0,4,Mid-Value
14057.0,23,3,291,1,6147.4,0,4,Mid-Value
13178.0,25,3,265,1,5725.47,0,4,Mid-Value
14415.0,0,3,612,1,5811.56,0,4,Mid-Value
13097.0,32,3,437,1,5893.32,0,4,Mid-Value
12867.0,25,3,551,1,3986.22,0,4,Mid-Value
16145.0,8,3,237,1,3741.98,0,4,Mid-Value
17449.0,1,3,279,1,2504.86,0,4,Mid-Value
14426.0,18,3,264,1,3918.9,0,4,Mid-Value
15727.0,16,3,302,1,5178.96,0,4,Mid-Value
15290.0,4,3,212,1,7803.7699999999995,0,4,Mid-Value
13266.0,10,3,202,1,3717.67,0,4,Mid-Value
16670.0,16,3,262,1,4022.46,0,4,Mid-Value
16746.0,4,3,452,1,6694.31,0,4,Mid-Value
16743.0,28,3,193,1,2191.84,0,4,Mid-Value
14709.0,14,3,197,1,4911.14,0,4,Mid-Value
13534.0,1,3,342,1,5613.08,0,4,Mid-Value
14735.0,3,3,205,1,5807.6900000000005,0,4,Mid-Value
18223.0,1,3,299,1,6315.2300000000005,0,4,Mid-Value
15532.0,24,3,263,1,1517.08,0,4,Mid-Value
16945.0,21,3,249,1,4345.5,0,4,Mid-Value
13004.0,11,3,409,1,5613.43,0,4,Mid-Value
12417.0,2,3,198,1,3578.8,0,4,Mid-Value
17315.0,0,3,487,1,6204.46,0,4,Mid-Value
14146.0,8,3,245,1,2949.57,0,4,Mid-Value
12705.0,14,3,348,1,6814.24,0,4,Mid-Value
16686.0,46,3,588,1,3043.48,0,4,Mid-Value
14099.0,15,3,252,1,3092.9700000000003,0,4,Mid-Value
15034.0,15,3,400,1,4277.66,0,4,Mid-Value
17593.0,3,3,215,1,3911.56,0,4,Mid-Value
12957.0,3,3,244,1,3979.04,0,4,Mid-Value
13680.0,0,3,216,1,2202.31,0,4,Mid-Value
14221.0,41,3,194,1,3427.85,0,4,Mid-Value
14653.0,0,3,237,1,1947.55,0,4,Mid-Value
16771.0,32,3,255,1,2246.81,0,4,Mid-Value
15046.0,8,3,207,1,5064.01,0,4,Mid-Value
18226.0,38,3,245,1,5192.1,0,4,Mid-Value
17634.0,35,3,297,1,2361.9700000000003,0,4,Mid-Value
18283.0,3,3,756,1,2094.88,0,4,Mid-Value
12484.0,32,3,350,1,4495.27,0,4,Mid-Value
15059.0,40,3,239,1,1325.82,0,4,Mid-Value
16326.0,5,3,320,1,3085.96,0,4,Mid-Value
14755.0,9,3,237,1,4965.38,0,4,Mid-Value
13451.0,25,3,444,1,2916.45,0,4,Mid-Value
12539.0,21,3,274,1,3852.5,0,4,Mid-Value
17365.0,12,3,468,1,4801.56,0,4,Mid-Value
16791.0,28,3,322,1,1706.28,0,4,Mid-Value
16655.0,17,3,261,1,3794.52,0,4,Mid-Value
12359.0,7,3,254,1,6245.53,0,4,Mid-Value
14587.0,18,3,384,1,1598.24,0,4,Mid-Value
12437.0,1,3,201,1,4896.66,0,4,Mid-Value
14040.0,40,3,241,1,3542.19,0,4,Mid-Value
17364.0,0,3,414,1,4455.73,0,4,Mid-Value
13614.0,23,3,201,1,1610.46,0,4,Mid-Value
12490.0,4,3,245,1,5417.93,0,4,Mid-Value
12553.0,7,3,196,1,3652.25,0,4,Mid-Value
15033.0,4,3,513,1,2571.02,0,4,Mid-Value
14329.0,8,3,269,1,4928.74,0,4,Mid-Value
16401.0,0,3,198,1,4061.24,0,4,Mid-Value
13700.0,25,3,197,1,2265.12,0,4,Mid-Value
18069.0,25,3,472,1,2021.82,0,4,Mid-Value
17609.0,40,3,238,1,1103.92,0,4,Mid-Value
12626.0,22,3,307,1,6388.35,0,4,Mid-Value
13527.0,33,3,224,1,2263.76,0,4,Mid-Value
15296.0,43,3,200,1,3610.31,0,4,Mid-Value
17730.0,2,3,220,1,5288.83,0,4,Mid-Value
17602.0,1,3,565,1,5050.77,0,4,Mid-Value
14572.0,2,3,273,1,2803.69,0,4,Mid-Value
17769.0,12,3,313,1,3960.63,0,4,Mid-Value
15443.0,1,3,385,1,3212.16,0,4,Mid-Value
13742.0,16,3,323,1,3102.42,0,4,Mid-Value
17673.0,0,3,228,1,1622.22,0,4,Mid-Value
17861.0,2,3,223,1,2059.2,0,4,Mid-Value
14534.0,2,3,558,1,4075.35,0,4,Mid-Value
14049.0,16,3,505,1,5639.15,0,4,Mid-Value
16409.0,35,3,232,1,2028.88,0,4,Mid-Value
15910.0,0,3,267,1,1232.18,0,4,Mid-Value
14701.0,10,3,350,1,2486.2200000000003,0,4,Mid-Value
16767.0,30,3,222,1,5580.6,0,4,Mid-Value
18125.0,29,3,197,1,1141.34,0,4,Mid-Value
14659.0,8,3,259,1,2456.53,0,4,Mid-Value
13709.0,3,3,346,1,6249.110000000001,0,4,Mid-Value
17463.0,15,3,219,1,1881.36,0,4,Mid-Value
14502.0,19,3,631,1,2351.02,0,4,Mid-Value
18145.0,12,3,221,1,2861.55,0,4,Mid-Value
15144.0,7,3,218,1,6530.04,0,4,Mid-Value
15058.0,24,3,276,1,2124.9900000000002,0,4,Mid-Value
16110.0,44,3,354,1,1337.48,0,4,Mid-Value
14044.0,26,3,209,1,652.82,0,4,Mid-Value
13871.0,22,3,338,1,6389.8,0,4,Mid-Value
16938.0,8,3,242,1,1903.13,0,4,Mid-Value
13137.0,10,3,705,1,3605.08,0,4,Mid-Value
14410.0,15,3,287,1,576.3,0,4,Mid-Value
17613.0,22,3,319,1,4509.37,0,4,Mid-Value
14562.0,3,3,446,1,4709.22,0,4,Mid-Value
17686.0,6,3,286,1,5739.46,0,4,Mid-Value
15114.0,29,3,197,1,2760.56,0,4,Mid-Value
17348.0,14,3,215,1,1159.52,0,4,Mid-Value
14530.0,25,3,216,1,2925.91,0,4,Mid-Value
12362.0,2,3,274,1,5154.58,0,4,Mid-Value
13018.0,15,3,459,1,7272.75,0,4,Mid-Value
15382.0,14,3,306,1,5927.86,0,4,Mid-Value
12714.0,8,3,259,1,4708.86,0,4,Mid-Value
18172.0,14,3,197,1,7490.17,0,4,Mid-Value
16115.0,9,3,284,1,1667.97,0,4,Mid-Value
17323.0,14,3,204,1,908.99,0,4,Mid-Value
16592.0,3,3,222,1,4073.28,0,4,Mid-Value
13610.0,11,3,228,1,1115.43,0,4,Mid-Value
16187.0,31,3,297,1,6841.24,0,4,Mid-Value
12428.0,25,3,300,1,7877.2,0,4,Mid-Value
15676.0,8,3,216,1,3324.09,0,4,Mid-Value
15622.0,2,3,214,1,3224.53,0,4,Mid-Value
17426.0,3,3,272,1,5022.26,0,4,Mid-Value
17416.0,29,3,271,1,6838.34,0,4,Mid-Value
17652.0,24,3,270,1,4737.13,0,4,Mid-Value
14903.0,20,3,364,1,2744.48,0,4,Mid-Value
14499.0,25,3,194,1,815.32,0,4,Mid-Value
15572.0,4,3,215,1,2552.86,0,4,Mid-Value
16242.0,7,3,295,1,3598.26,0,4,Mid-Value
13975.0,30,3,340,1,2503.23,0,4,Mid-Value
14730.0,0,3,501,1,2005.06,0,4,Mid-Value
16712.0,8,3,447,1,3645.43,0,4,Mid-Value
16426.0,1,3,372,1,1908.25,0,4,Mid-Value
17049.0,2,3,322,1,5594.78,0,4,Mid-Value
14936.0,8,3,366,1,8117.42,0,4,Mid-Value
14291.0,1,3,238,1,3873.3,0,4,Mid-Value
15493.0,32,3,299,1,1967.25,0,4,Mid-Value
16005.0,11,3,218,1,615.39,0,4,Mid-Value
15150.0,16,3,344,1,5303.97,0,4,Mid-Value
12597.0,18,3,214,1,3683.13,0,4,Mid-Value
17716.0,22,3,254,1,5505.79,0,4,Mid-Value
13268.0,17,3,447,1,3167.64,0,4,Mid-Value
14422.0,0,3,222,1,4263.64,0,4,Mid-Value
17725.0,15,3,198,1,3371.13,0,4,Mid-Value
15861.0,11,3,547,1,3000.36,0,4,Mid-Value
14071.0,3,3,333,1,1307.41,0,4,Mid-Value
16728.0,45,3,269,1,1054.67,0,4,Mid-Value
13985.0,3,3,353,1,7024.53,0,4,Mid-Value
14711.0,9,3,359,1,2838.2,0,4,Mid-Value
13736.0,4,3,194,1,724.0,0,4,Mid-Value
17625.0,17,3,315,1,2047.0,0,4,Mid-Value
15249.0,31,3,358,1,6657.36,0,4,Mid-Value
17719.0,37,3,278,1,5367.8,0,4,Mid-Value
15521.0,35,3,200,1,2574.65,0,4,Mid-Value
13988.0,19,3,239,1,4098.8,0,4,Mid-Value
16657.0,9,3,208,1,933.62,0,4,Mid-Value
13571.0,12,3,341,1,2092.32,0,4,Mid-Value
16609.0,14,3,280,1,5450.96,0,4,Mid-Value
12949.0,30,3,219,1,4143.02,0,4,Mid-Value
12569.0,1,3,191,1,4064.9900000000002,0,4,Mid-Value
17758.0,18,3,412,1,3456.7000000000003,0,4,Mid-Value
14719.0,1,3,238,1,1592.18,0,4,Mid-Value
14546.0,3,3,417,1,2487.02,0,4,Mid-Value
14446.0,0,3,293,1,1039.58,0,4,Mid-Value
13232.0,12,3,207,1,1357.6,0,4,Mid-Value
14286.0,23,3,285,1,4595.81,0,4,Mid-Value
17160.0,30,3,229,1,3518.03,0,4,Mid-Value
16729.0,35,3,668,1,7076.28,0,4,Mid-Value
16348.0,31,3,235,1,1469.45,0,4,Mid-Value
13735.0,24,3,208,1,2766.18,0,4,Mid-Value
15436.0,11,3,329,1,1122.53,0,4,Mid-Value
16942.0,12,3,283,1,1894.11,0,4,Mid-Value
14191.0,1,3,263,1,4660.01,0,4,Mid-Value
16007.0,47,3,385,1,1701.94,0,4,Mid-Value
12700.0,7,3,270,1,4867.99,0,4,Mid-Value
16440.0,7,3,282,1,3640.67,0,4,Mid-Value
14591.0,14,3,197,1,1447.14,0,4,Mid-Value
12749.0,3,3,231,1,3868.2,0,4,Mid-Value
14277.0,14,3,228,1,3957.0,0,4,Mid-Value
14649.0,4,3,199,1,1417.29,0,4,Mid-Value
12757.0,15,3,377,1,4227.7,0,4,Mid-Value
15907.0,3,3,249,1,967.45,0,4,Mid-Value
14583.0,5,3,330,1,1052.55,0,4,Mid-Value
16818.0,10,3,191,1,3317.97,0,4,Mid-Value
16813.0,7,3,449,1,1692.98,0,4,Mid-Value
15804.0,0,3,274,1,3848.55,0,4,Mid-Value
12517.0,27,3,286,1,2464.89,0,4,Mid-Value
15453.0,1,3,286,1,1388.37,0,4,Mid-Value
15152.0,9,3,278,1,4684.24,0,4,Mid-Value
12449.0,21,3,191,1,4067.29,0,4,Mid-Value
17015.0,28,3,217,1,1842.56,0,4,Mid-Value
14132.0,1,3,201,1,3580.13,0,4,Mid-Value
14963.0,9,3,198,1,1487.8,0,4,Mid-Value
14178.0,8,3,327,1,1620.93,0,4,Mid-Value
14704.0,10,3,415,1,1546.91,0,4,Mid-Value
16794.0,0,3,287,1,1201.51,0,4,Mid-Value
17651.0,11,3,239,1,3886.67,0,4,Mid-Value
16744.0,10,3,242,1,1304.76,0,4,Mid-Value
14808.0,39,3,256,1,2175.37,0,4,Mid-Value
17750.0,4,3,193,1,1797.57,0,4,Mid-Value
18122.0,7,3,364,1,1826.21,0,4,Mid-Value
16474.0,6,3,368,1,1811.47,0,4,Mid-Value
16764.0,3,3,718,1,2758.25,0,4,Mid-Value
16464.0,19,3,236,1,1314.68,0,4,Mid-Value
12627.0,10,3,230,1,4478.53,0,4,Mid-Value
15786.0,43,3,280,1,4834.2,0,4,Mid-Value
15701.0,1,3,237,1,1542.14,0,4,Mid-Value
17777.0,24,3,194,1,665.86,0,4,Mid-Value
16910.0,3,3,547,1,1510.06,0,4,Mid-Value
14432.0,9,3,382,1,2255.51,0,4,Mid-Value
16360.0,4,3,671,1,3411.69,0,4,Mid-Value
15707.0,34,3,214,1,945.58,0,4,Mid-Value
16049.0,39,3,312,1,1111.79,0,4,Mid-Value
17528.0,0,3,260,1,3540.1,0,4,Mid-Value
17813.0,13,3,378,1,1714.6,0,4,Mid-Value
18096.0,11,3,213,1,911.15,0,4,Mid-Value
12856.0,7,3,317,1,2162.68,0,4,Mid-Value
13755.0,3,3,343,1,2154.68,0,4,Mid-Value
15787.0,25,3,206,1,948.05,0,4,Mid-Value
12536.0,7,3,273,1,4106.82,0,4,Mid-Value
14547.0,3,3,367,1,3986.7400000000002,0,4,Mid-Value
14554.0,9,3,216,1,2381.04,0,4,Mid-Value
14698.0,1,3,210,1,1250.76,0,4,Mid-Value
13471.0,0,3,260,1,2531.58,0,4,Mid-Value
15427.0,32,3,306,1,1483.14,0,4,Mid-Value
15993.0,8,3,560,1,2756.82,0,4,Mid-Value
17590.0,1,3,201,1,1479.22,0,4,Mid-Value
15444.0,8,3,219,1,1418.26,0,4,Mid-Value
18022.0,35,3,191,1,668.11,0,4,Mid-Value
15531.0,7,3,228,1,2007.44,0,4,Mid-Value
13521.0,0,3,436,1,1093.65,0,4,Mid-Value
16928.0,79,2,213,1,2781.5,0,3,Mid-Value
15834.0,69,2,276,1,2084.9,0,3,Mid-Value
15301.0,50,2,247,1,5028.12,0,3,Mid-Value
16550.0,108,2,261,1,2266.25,0,3,Mid-Value
13842.0,58,2,206,1,3385.62,0,3,Mid-Value
16081.0,55,2,227,1,2806.9,0,3,Mid-Value
17894.0,71,2,193,1,1119.81,0,3,Mid-Value
18116.0,67,2,378,1,1418.03,0,3,Mid-Value
16556.0,66,2,207,1,3313.79,0,3,Mid-Value
13124.0,89,2,235,1,3866.33,0,3,Mid-Value
13869.0,122,2,307,1,3104.95,0,3,Mid-Value
14472.0,103,2,281,1,1936.84,0,3,Mid-Value
17400.0,125,2,213,1,2129.96,0,3,Mid-Value
14462.0,63,2,246,1,1965.9,0,3,Mid-Value
17585.0,108,2,214,1,1133.07,0,3,Mid-Value
13764.0,70,2,208,1,1521.76,0,3,Mid-Value
17284.0,59,2,294,1,1641.68,0,3,Mid-Value
15518.0,63,2,220,1,1911.89,0,3,Mid-Value
14978.0,71,2,216,1,1931.42,0,3,Mid-Value
16395.0,60,2,210,1,1486.9,0,3,Mid-Value
12637.0,66,2,394,1,5953.25,0,3,Mid-Value
16745.0,86,2,358,1,7170.7,0,3,Mid-Value
13334.0,81,2,268,1,3536.82,0,3,Mid-Value
17050.0,95,2,316,1,3228.84,0,3,Mid-Value
17571.0,49,2,299,1,1498.51,0,3,Mid-Value
16940.0,51,2,305,1,3049.88,0,3,Mid-Value
15416.0,64,2,193,1,3974.37,0,3,Mid-Value
15756.0,60,2,192,1,532.96,0,3,Mid-Value
14535.0,58,2,333,1,2841.09,0,3,Mid-Value
17589.0,59,2,253,1,2404.17,0,3,Mid-Value
13505.0,67,2,227,1,4282.88,0,3,Mid-Value
16370.0,81,2,228,1,1320.56,0,3,Mid-Value
16121.0,56,2,212,1,867.11,0,3,Mid-Value
18204.0,70,2,202,1,1979.3,0,3,Mid-Value
16984.0,77,2,418,1,4392.42,0,3,Mid-Value
12378.0,129,2,219,1,4008.62,0,3,Mid-Value
14529.0,59,2,229,1,620.04,0,3,Mid-Value
17509.0,57,2,369,1,6100.74,0,3,Mid-Value
12607.0,57,2,202,1,3.552713678800501e-15,0,3,Mid-Value
14573.0,179,1,241,1,1603.72,0,2,Low-Value
16919.0,155,1,327,1,2596.45,0,2,Low-Value
17126.0,151,1,262,1,991.85,0,2,Low-Value
15379.0,168,1,196,1,3631.8900000000003,0,2,Low-Value
17337.0,150,1,548,1,1944.32,0,2,Low-Value
15644.0,165,1,238,1,813.0,0,2,Low-Value
15100.0,329,0,6,0,635.1,0,0,Low-Value
18074.0,373,0,13,0,489.6,0,0,Low-Value
16250.0,260,0,24,0,389.44,0,0,Low-Value
13747.0,373,0,1,0,79.6,0,0,Low-Value
12791.0,373,0,2,0,192.60000000000002,0,0,Low-Value
17908.0,373,0,58,0,243.28,0,0,Low-Value
16583.0,373,0,14,0,233.45,0,0,Low-Value
18085.0,329,0,29,0,689.95,0,0,Low-Value
17968.0,373,0,85,0,277.35,0,0,Low-Value
14729.0,373,0,71,0,313.49,0,0,Low-Value
14237.0,372,0,9,0,161.0,0,0,Low-Value
15350.0,372,0,5,0,115.65,0,0,Low-Value
15922.0,371,0,12,0,363.6,0,0,Low-Value
15165.0,372,0,27,0,487.75,0,0,Low-Value
17643.0,372,0,8,0,101.55,0,0,Low-Value
13093.0,266,0,170,0,7741.47,0,0,Low-Value
16274.0,372,0,67,0,357.95,0,0,Low-Value
14496.0,311,0,19,0,538.8100000000001,0,0,Low-Value
14142.0,372,0,22,0,311.81,0,0,Low-Value
13065.0,372,0,14,0,205.86,0,0,Low-Value
18011.0,372,0,28,0,102.78999999999999,0,0,Low-Value
13715.0,280,0,108,0,1053.94,0,0,Low-Value
17732.0,372,0,18,0,303.97,0,0,Low-Value
12855.0,372,0,3,0,38.1,0,0,Low-Value
17855.0,372,0,17,0,208.97,0,0,Low-Value
17925.0,372,0,1,0,244.08,0,0,Low-Value
13108.0,372,0,10,0,350.06,0,0,Low-Value
15070.0,372,0,1,0,106.2,0,0,Low-Value
16546.0,290,0,31,0,-95.93,0,0,Low-Value
15923.0,372,0,21,0,127.08,0,0,Low-Value
16752.0,372,0,9,0,207.5,0,0,Low-Value
16510.0,371,0,13,0,248.1,0,0,Low-Value
15107.0,310,0,20,0,247.66,0,0,Low-Value
17976.0,371,0,65,0,353.19,0,0,Low-Value
16781.0,364,0,19,0,294.65,0,0,Low-Value
17547.0,371,0,2,0,-11.8,0,0,Low-Value
15823.0,336,0,17,0,-840.76,0,0,Low-Value
13958.0,371,0,5,0,-102.45,0,0,Low-Value
16995.0,371,0,1,0,-1.25,0,0,Low-Value
13011.0,371,0,3,0,50.550000000000004,0,0,Low-Value
13295.0,359,0,11,0,197.95000000000002,0,0,Low-Value
16754.0,371,0,2,0,2002.4,0,0,Low-Value
14576.0,371,0,1,0,35.400000000000006,0,0,Low-Value
12738.0,371,0,11,0,155.35,0,0,Low-Value
14213.0,371,0,5,0,-1192.2,0,0,Low-Value
12686.0,371,0,7,0,89.14,0,0,Low-Value
14679.0,371,0,1,0,-2.55,0,0,Low-Value
13370.0,365,0,44,0,721.32,0,0,Low-Value
17967.0,371,0,48,0,123.07,0,0,Low-Value
14589.0,371,0,3,0,39.75,0,0,Low-Value
16926.0,370,0,14,0,230.25,0,0,Low-Value
12793.0,334,0,24,0,545.48,0,0,Low-Value
12725.0,370,0,24,0,427.8,0,0,Low-Value
16725.0,301,0,152,0,775.07,0,0,Low-Value
14813.0,369,0,30,0,155.43,0,0,Low-Value
17062.0,313,0,71,0,534.47,0,0,Low-Value
15332.0,365,0,35,0,1661.06,0,0,Low-Value
13506.0,311,0,29,0,452.82,0,0,Low-Value
15221.0,365,0,11,0,114.1,0,0,Low-Value
15880.0,368,0,106,0,313.28000000000003,0,0,Low-Value
16718.0,368,0,45,0,623.75,0,0,Low-Value
16402.0,264,0,60,0,299.6,0,0,Low-Value
15894.0,252,0,41,0,263.55,0,0,Low-Value
14081.0,266,0,156,0,904.67,0,0,Low-Value
16858.0,365,0,13,0,345.89000000000004,0,0,Low-Value
15899.0,368,0,4,0,56.25,0,0,Low-Value
17691.0,357,0,19,0,290.40000000000003,0,0,Low-Value
13497.0,282,0,20,0,321.05,0,0,Low-Value
18113.0,368,0,1,0,76.32000000000001,0,0,Low-Value
17860.0,368,0,58,0,252.8,0,0,Low-Value
16658.0,367,0,8,0,123.24,0,0,Low-Value
